msa,name_msa,fipstate,fipscty,name_county
17140,"Cincinnati, OH-KY-IN Metro Area",21,37,"Campbell County, Kentucky"
17140,"Cincinnati, OH-KY-IN Metro Area",21,77,"Gallatin County, Kentucky"
17140,"Cincinnati, OH-KY-IN Metro Area",21,81,"Grant County, Kentucky"
17140,"Cincinnati, OH-KY-IN Metro Area",21,117,"Kenton County, Kentucky"
17140,"Cincinnati, OH-KY-IN Metro Area",21,191,"Pendleton County, Kentucky"
17140,"Cincinnati, OH-KY-IN Metro Area",39,15,"Brown County, Ohio"
17140,"Cincinnati, OH-KY-IN Metro Area",39,17,"Butler County, Ohio"
17140,"Cincinnati, OH-KY-IN Metro Area",39,25,"Clermont County, Ohio"
17140,"Cincinnati, OH-KY-IN Metro Area",39,61,"Hamilton County, Ohio"
17140,"Cincinnati, OH-KY-IN Metro Area",39,165,"Warren County, Ohio"
17200,"Claremont-Lebanon, NH-VT Micro Area",33,9,"Grafton County, New Hampshire"
17200,"Claremont-Lebanon, NH-VT Micro Area",33,19,"Sullivan County, New Hampshire"
17200,"Claremont-Lebanon, NH-VT Micro Area",50,17,"Orange County, Vermont"
17200,"Claremont-Lebanon, NH-VT Micro Area",50,27,"Windsor County, Vermont"
17220,"Clarksburg, WV Micro Area",54,17,"Doddridge County, West Virginia"
17220,"Clarksburg, WV Micro Area",54,33,"Harrison County, West Virginia"
17220,"Clarksburg, WV Micro Area",54,91,"Taylor County, West Virginia"
17260,"Clarksdale, MS Micro Area",28,27,"Coahoma County, Mississippi"
17300,"Clarksville, TN-KY Metro Area",21,47,"Christian County, Kentucky"
17300,"Clarksville, TN-KY Metro Area",21,221,"Trigg County, Kentucky"
17300,"Clarksville, TN-KY Metro Area",47,125,"Montgomery County, Tennessee"
17340,"Clearlake, CA Micro Area",6,33,"Lake County, California"
17380,"Cleveland, MS Micro Area",28,11,"Bolivar County, Mississippi"
17420,"Cleveland, TN Metro Area",47,11,"Bradley County, Tennessee"
17420,"Cleveland, TN Metro Area",47,139,"Polk County, Tennessee"
17460,"Cleveland-Elyria, OH Metro Area",39,35,"Cuyahoga County, Ohio"
17460,"Cleveland-Elyria, OH Metro Area",39,55,"Geauga County, Ohio"
17460,"Cleveland-Elyria, OH Metro Area",39,85,"Lake County, Ohio"
17460,"Cleveland-Elyria, OH Metro Area",39,93,"Lorain County, Ohio"
17460,"Cleveland-Elyria, OH Metro Area",39,103,"Medina County, Ohio"
17500,"Clewiston, FL Micro Area",12,51,"Hendry County, Florida"
17540,"Clinton, IA Micro Area",19,45,"Clinton County, Iowa"
17580,"Clovis, NM Micro Area",35,9,"Curry County, New Mexico"
17660,"Coeur d'Alene, ID Metro Area",16,55,"Kootenai County, Idaho"
17700,"Coffeyville, KS Micro Area",20,125,"Montgomery County, Kansas"
17740,"Coldwater, MI Micro Area",26,23,"Branch County, Michigan"
17780,"College Station-Bryan, TX Metro Area",48,41,"Brazos County, Texas"
17780,"College Station-Bryan, TX Metro Area",48,51,"Burleson County, Texas"
17780,"College Station-Bryan, TX Metro Area",48,395,"Robertson County, Texas"
17820,"Colorado Springs, CO Metro Area",8,41,"El Paso County, Colorado"
17820,"Colorado Springs, CO Metro Area",8,119,"Teller County, Colorado"
17860,"Columbia, MO Metro Area",29,19,"Boone County, Missouri"
17900,"Columbia, SC Metro Area",45,17,"Calhoun County, South Carolina"
17900,"Columbia, SC Metro Area",45,39,"Fairfield County, South Carolina"
17900,"Columbia, SC Metro Area",45,55,"Kershaw County, South Carolina"
17900,"Columbia, SC Metro Area",45,63,"Lexington County, South Carolina"
17900,"Columbia, SC Metro Area",45,79,"Richland County, South Carolina"
17900,"Columbia, SC Metro Area",45,81,"Saluda County, South Carolina"
17980,"Columbus, GA-AL Metro Area",1,113,"Russell County, Alabama"
17980,"Columbus, GA-AL Metro Area",13,53,"Chattahoochee County, Georgia"
17980,"Columbus, GA-AL Metro Area",13,145,"Harris County, Georgia"
17980,"Columbus, GA-AL Metro Area",13,197,"Marion County, Georgia"
17980,"Columbus, GA-AL Metro Area",13,215,"Muscogee County, Georgia"
18020,"Columbus, IN Metro Area",18,5,"Bartholomew County, Indiana"
18060,"Columbus, MS Micro Area",28,87,"Lowndes County, Mississippi"
18100,"Columbus, NE Micro Area",31,141,"Platte County, Nebraska"
18140,"Columbus, OH Metro Area",39,41,"Delaware County, Ohio"
18140,"Columbus, OH Metro Area",39,45,"Fairfield County, Ohio"
18140,"Columbus, OH Metro Area",39,49,"Franklin County, Ohio"
18140,"Columbus, OH Metro Area",39,73,"Hocking County, Ohio"
18140,"Columbus, OH Metro Area",39,89,"Licking County, Ohio"
18140,"Columbus, OH Metro Area",39,97,"Madison County, Ohio"
18140,"Columbus, OH Metro Area",39,117,"Morrow County, Ohio"
18140,"Columbus, OH Metro Area",39,127,"Perry County, Ohio"
18140,"Columbus, OH Metro Area",39,129,"Pickaway County, Ohio"
18140,"Columbus, OH Metro Area",39,159,"Union County, Ohio"
18180,"Concord, NH Micro Area",33,13,"Merrimack County, New Hampshire"
18220,"Connersville, IN Micro Area",18,41,"Fayette County, Indiana"
18260,"Cookeville, TN Micro Area",47,87,"Jackson County, Tennessee"
18260,"Cookeville, TN Micro Area",47,133,"Overton County, Tennessee"
18260,"Cookeville, TN Micro Area",47,141,"Putnam County, Tennessee"
18300,"Coos Bay, OR Micro Area",41,11,"Coos County, Oregon"
18380,"Cordele, GA Micro Area",13,81,"Crisp County, Georgia"
18420,"Corinth, MS Micro Area",28,3,"Alcorn County, Mississippi"
18460,"Cornelia, GA Micro Area",13,137,"Habersham County, Georgia"
18500,"Corning, NY Micro Area",36,101,"Steuben County, New York"
18580,"Corpus Christi, TX Metro Area",48,7,"Aransas County, Texas"
18580,"Corpus Christi, TX Metro Area",48,355,"Nueces County, Texas"
18580,"Corpus Christi, TX Metro Area",48,409,"San Patricio County, Texas"
18620,"Corsicana, TX Micro Area",48,349,"Navarro County, Texas"
18660,"Cortland, NY Micro Area",36,23,"Cortland County, New York"
18700,"Corvallis, OR Metro Area",41,3,"Benton County, Oregon"
18740,"Coshocton, OH Micro Area",39,31,"Coshocton County, Ohio"
18780,"Craig, CO Micro Area",8,81,"Moffat County, Colorado"
18820,"Crawfordsville, IN Micro Area",18,107,"Montgomery County, Indiana"
18860,"Crescent City, CA Micro Area",6,15,"Del Norte County, California"
18880,"Crestview-Fort Walton Beach-Destin, FL Metro Area",12,91,"Okaloosa County, Florida"
18880,"Crestview-Fort Walton Beach-Destin, FL Metro Area",12,131,"Walton County, Florida"
18900,"Crossville, TN Micro Area",47,35,"Cumberland County, Tennessee"
18980,"Cullman, AL Micro Area",1,43,"Cullman County, Alabama"
19000,"Cullowhee, NC Micro Area",37,99,"Jackson County, North Carolina"
19060,"Cumberland, MD-WV Metro Area",24,1,"Allegany County, Maryland"
19060,"Cumberland, MD-WV Metro Area",54,57,"Mineral County, West Virginia"
19100,"Dallas-Fort Worth-Arlington, TX Metro Area",48,85,"Collin County, Texas"
19100,"Dallas-Fort Worth-Arlington, TX Metro Area",48,113,"Dallas County, Texas"
19100,"Dallas-Fort Worth-Arlington, TX Metro Area",48,121,"Denton County, Texas"
19100,"Dallas-Fort Worth-Arlington, TX Metro Area",48,139,"Ellis County, Texas"
19100,"Dallas-Fort Worth-Arlington, TX Metro Area",48,221,"Hood County, Texas"
19100,"Dallas-Fort Worth-Arlington, TX Metro Area",48,231,"Hunt County, Texas"
19100,"Dallas-Fort Worth-Arlington, TX Metro Area",48,251,"Johnson County, Texas"
19100,"Dallas-Fort Worth-Arlington, TX Metro Area",48,257,"Kaufman County, Texas"
19100,"Dallas-Fort Worth-Arlington, TX Metro Area",48,367,"Parker County, Texas"
19100,"Dallas-Fort Worth-Arlington, TX Metro Area",48,397,"Rockwall County, Texas"
19100,"Dallas-Fort Worth-Arlington, TX Metro Area",48,425,"Somervell County, Texas"
19100,"Dallas-Fort Worth-Arlington, TX Metro Area",48,439,"Tarrant County, Texas"
19100,"Dallas-Fort Worth-Arlington, TX Metro Area",48,497,"Wise County, Texas"
19140,"Dalton, GA Metro Area",13,213,"Murray County, Georgia"
19140,"Dalton, GA Metro Area",13,313,"Whitfield County, Georgia"
19180,"Danville, IL Metro Area",17,183,"Vermilion County, Illinois"
19220,"Danville, KY Micro Area",21,21,"Boyle County, Kentucky"
19220,"Danville, KY Micro Area",21,137,"Lincoln County, Kentucky"
19260,"Danville, VA Micro Area",51,143,"Pittsylvania County, Virginia"
19260,"Danville, VA Micro Area",51,590,"Danville city, Virginia"
19300,"Daphne-Fairhope-Foley, AL Metro Area",1,3,"Baldwin County, Alabama"
19340,"Davenport-Moline-Rock Island, IA-IL Metro Area",17,73,"Henry County, Illinois"
19340,"Davenport-Moline-Rock Island, IA-IL Metro Area",17,131,"Mercer County, Illinois"
19340,"Davenport-Moline-Rock Island, IA-IL Metro Area",17,161,"Rock Island County, Illinois"
19340,"Davenport-Moline-Rock Island, IA-IL Metro Area",19,163,"Scott County, Iowa"
19380,"Dayton, OH Metro Area",39,57,"Greene County, Ohio"
19380,"Dayton, OH Metro Area",39,109,"Miami County, Ohio"
19380,"Dayton, OH Metro Area",39,113,"Montgomery County, Ohio"
19420,"Dayton, TN Micro Area",47,143,"Rhea County, Tennessee"
19460,"Decatur, AL Metro Area",1,79,"Lawrence County, Alabama"
19460,"Decatur, AL Metro Area",1,103,"Morgan County, Alabama"
19500,"Decatur, IL Metro Area",17,115,"Macon County, Illinois"
19540,"Decatur, IN Micro Area",18,1,"Adams County, Indiana"
19580,"Defiance, OH Micro Area",39,39,"Defiance County, Ohio"
19620,"Del Rio, TX Micro Area",48,465,"Val Verde County, Texas"
19660,"Deltona-Daytona Beach-Ormond Beach, FL Metro Area",12,35,"Flagler County, Florida"
19660,"Deltona-Daytona Beach-Ormond Beach, FL Metro Area",12,127,"Volusia County, Florida"
19700,"Deming, NM Micro Area",35,29,"Luna County, New Mexico"
19740,"Denver-Aurora-Lakewood, CO Metro Area",8,1,"Adams County, Colorado"
19740,"Denver-Aurora-Lakewood, CO Metro Area",8,5,"Arapahoe County, Colorado"
19740,"Denver-Aurora-Lakewood, CO Metro Area",8,14,"Broomfield County, Colorado"
19740,"Denver-Aurora-Lakewood, CO Metro Area",8,19,"Clear Creek County, Colorado"
19740,"Denver-Aurora-Lakewood, CO Metro Area",8,31,"Denver County, Colorado"
19740,"Denver-Aurora-Lakewood, CO Metro Area",8,35,"Douglas County, Colorado"
19740,"Denver-Aurora-Lakewood, CO Metro Area",8,39,"Elbert County, Colorado"
19740,"Denver-Aurora-Lakewood, CO Metro Area",8,47,"Gilpin County, Colorado"
19740,"Denver-Aurora-Lakewood, CO Metro Area",8,59,"Jefferson County, Colorado"
19740,"Denver-Aurora-Lakewood, CO Metro Area",8,93,"Park County, Colorado"
19760,"DeRidder, LA Micro Area",22,11,"Beauregard Parish, Louisiana"
19780,"Des Moines-West Des Moines, IA Metro Area",19,49,"Dallas County, Iowa"
19780,"Des Moines-West Des Moines, IA Metro Area",19,77,"Guthrie County, Iowa"
19780,"Des Moines-West Des Moines, IA Metro Area",19,121,"Madison County, Iowa"
19780,"Des Moines-West Des Moines, IA Metro Area",19,153,"Polk County, Iowa"
19780,"Des Moines-West Des Moines, IA Metro Area",19,181,"Warren County, Iowa"
19820,"Detroit-Warren-Dearborn, MI Metro Area",26,87,"Lapeer County, Michigan"
19820,"Detroit-Warren-Dearborn, MI Metro Area",26,93,"Livingston County, Michigan"
19820,"Detroit-Warren-Dearborn, MI Metro Area",26,99,"Macomb County, Michigan"
19820,"Detroit-Warren-Dearborn, MI Metro Area",26,125,"Oakland County, Michigan"
19820,"Detroit-Warren-Dearborn, MI Metro Area",26,147,"St. Clair County, Michigan"
19820,"Detroit-Warren-Dearborn, MI Metro Area",26,163,"Wayne County, Michigan"
19860,"Dickinson, ND Micro Area",38,89,"Stark County, North Dakota"
19940,"Dixon, IL Micro Area",17,103,"Lee County, Illinois"
19980,"Dodge City, KS Micro Area",20,57,"Ford County, Kansas"
20020,"Dothan, AL Metro Area",1,61,"Geneva County, Alabama"
20020,"Dothan, AL Metro Area",1,67,"Henry County, Alabama"
20020,"Dothan, AL Metro Area",1,69,"Houston County, Alabama"
20060,"Douglas, GA Micro Area",13,69,"Coffee County, Georgia"
20100,"Dover, DE Metro Area",10,1,"Kent County, Delaware"
20140,"Dublin, GA Micro Area",13,167,"Johnson County, Georgia"
20140,"Dublin, GA Micro Area",13,175,"Laurens County, Georgia"
20180,"DuBois, PA Micro Area",42,33,"Clearfield County, Pennsylvania"
20220,"Dubuque, IA Metro Area",19,61,"Dubuque County, Iowa"
20260,"Duluth, MN-WI Metro Area",27,17,"Carlton County, Minnesota"
20260,"Duluth, MN-WI Metro Area",27,137,"St. Louis County, Minnesota"
20260,"Duluth, MN-WI Metro Area",55,31,"Douglas County, Wisconsin"
20300,"Dumas, TX Micro Area",48,341,"Moore County, Texas"
20340,"Duncan, OK Micro Area",40,137,"Stephens County, Oklahoma"
20380,"Dunn, NC Micro Area",37,85,"Harnett County, North Carolina"
20420,"Durango, CO Micro Area",8,67,"La Plata County, Colorado"
20460,"Durant, OK Micro Area",40,13,"Bryan County, Oklahoma"
20500,"Durham-Chapel Hill, NC Metro Area",37,37,"Chatham County, North Carolina"
20500,"Durham-Chapel Hill, NC Metro Area",37,63,"Durham County, North Carolina"
20500,"Durham-Chapel Hill, NC Metro Area",37,135,"Orange County, North Carolina"
20500,"Durham-Chapel Hill, NC Metro Area",37,145,"Person County, North Carolina"
20540,"Dyersburg, TN Micro Area",47,45,"Dyer County, Tennessee"
20580,"Eagle Pass, TX Micro Area",48,323,"Maverick County, Texas"
20660,"Easton, MD Micro Area",24,41,"Talbot County, Maryland"
20700,"East Stroudsburg, PA Metro Area",42,89,"Monroe County, Pennsylvania"
20740,"Eau Claire, WI Metro Area",55,17,"Chippewa County, Wisconsin"
20740,"Eau Claire, WI Metro Area",55,35,"Eau Claire County, Wisconsin"
20780,"Edwards, CO Micro Area",8,37,"Eagle County, Colorado"
20820,"Effingham, IL Micro Area",17,49,"Effingham County, Illinois"
20900,"El Campo, TX Micro Area",48,481,"Wharton County, Texas"
20940,"El Centro, CA Metro Area",6,25,"Imperial County, California"
20980,"El Dorado, AR Micro Area",5,139,"Union County, Arkansas"
21020,"Elizabeth City, NC Micro Area",37,29,"Camden County, North Carolina"
21020,"Elizabeth City, NC Micro Area",37,139,"Pasquotank County, North Carolina"
21020,"Elizabeth City, NC Micro Area",37,143,"Perquimans County, North Carolina"
21060,"Elizabethtown-Fort Knox, KY Metro Area",21,93,"Hardin County, Kentucky"
21060,"Elizabethtown-Fort Knox, KY Metro Area",21,123,"Larue County, Kentucky"
21060,"Elizabethtown-Fort Knox, KY Metro Area",21,163,"Meade County, Kentucky"
21120,"Elk City, OK Micro Area",40,9,"Beckham County, Oklahoma"
21140,"Elkhart-Goshen, IN Metro Area",18,39,"Elkhart County, Indiana"
21180,"Elkins, WV Micro Area",54,83,"Randolph County, West Virginia"
21220,"Elko, NV Micro Area",32,7,"Elko County, Nevada"
21220,"Elko, NV Micro Area",32,11,"Eureka County, Nevada"
21260,"Ellensburg, WA Micro Area",53,37,"Kittitas County, Washington"
21300,"Elmira, NY Metro Area",36,15,"Chemung County, New York"
21340,"El Paso, TX Metro Area",48,141,"El Paso County, Texas"
21340,"El Paso, TX Metro Area",48,229,"Hudspeth County, Texas"
21380,"Emporia, KS Micro Area",20,111,"Lyon County, Kansas"
21420,"Enid, OK Metro Area",40,47,"Garfield County, Oklahoma"
21460,"Enterprise, AL Micro Area",1,31,"Coffee County, Alabama"
21500,"Erie, PA Metro Area",42,49,"Erie County, Pennsylvania"
21540,"Escanaba, MI Micro Area",26,41,"Delta County, Michigan"
21580,"Espa±ola, NM Micro Area",35,39,"Rio Arriba County, New Mexico"
21640,"Eufaula, AL-GA Micro Area",1,5,"Barbour County, Alabama"
21640,"Eufaula, AL-GA Micro Area",13,239,"Quitman County, Georgia"
21660,"Eugene, OR Metro Area",41,39,"Lane County, Oregon"
21700,"Eureka-Arcata-Fortuna, CA Micro Area",6,23,"Humboldt County, California"
21740,"Evanston, WY Micro Area",56,41,"Uinta County, Wyoming"
21780,"Evansville, IN-KY Metro Area",18,129,"Posey County, Indiana"
21780,"Evansville, IN-KY Metro Area",18,163,"Vanderburgh County, Indiana"
21780,"Evansville, IN-KY Metro Area",18,173,"Warrick County, Indiana"
21780,"Evansville, IN-KY Metro Area",21,101,"Henderson County, Kentucky"
21820,"Fairbanks, AK Metro Area",2,90,"Fairbanks North Star Borough, Alaska"
21840,"Fairfield, IA Micro Area",19,101,"Jefferson County, Iowa"
21860,"Fairmont, MN Micro Area",27,91,"Martin County, Minnesota"
21900,"Fairmont, WV Micro Area",54,49,"Marion County, West Virginia"
21980,"Fallon, NV Micro Area",32,1,"Churchill County, Nevada"
22020,"Fargo, ND-MN Metro Area",27,27,"Clay County, Minnesota"
22020,"Fargo, ND-MN Metro Area",38,17,"Cass County, North Dakota"
22060,"Faribault-Northfield, MN Micro Area",27,131,"Rice County, Minnesota"
22100,"Farmington, MO Micro Area",29,187,"St. Francois County, Missouri"
22140,"Farmington, NM Metro Area",35,45,"San Juan County, New Mexico"
22180,"Fayetteville, NC Metro Area",37,51,"Cumberland County, North Carolina"
22180,"Fayetteville, NC Metro Area",37,93,"Hoke County, North Carolina"
22220,"Fayetteville-Springdale-Rogers, AR-MO Metro Area",5,7,"Benton County, Arkansas"
22220,"Fayetteville-Springdale-Rogers, AR-MO Metro Area",5,87,"Madison County, Arkansas"
22220,"Fayetteville-Springdale-Rogers, AR-MO Metro Area",5,143,"Washington County, Arkansas"
22220,"Fayetteville-Springdale-Rogers, AR-MO Metro Area",29,119,"McDonald County, Missouri"
22260,"Fergus Falls, MN Micro Area",27,111,"Otter Tail County, Minnesota"
22280,"Fernley, NV Micro Area",32,19,"Lyon County, Nevada"
22300,"Findlay, OH Micro Area",39,63,"Hancock County, Ohio"
22340,"Fitzgerald, GA Micro Area",13,17,"Ben Hill County, Georgia"
22380,"Flagstaff, AZ Metro Area",4,5,"Coconino County, Arizona"
22420,"Flint, MI Metro Area",26,49,"Genesee County, Michigan"
22500,"Florence, SC Metro Area",45,31,"Darlington County, South Carolina"
22500,"Florence, SC Metro Area",45,41,"Florence County, South Carolina"
22520,"Florence-Muscle Shoals, AL Metro Area",1,33,"Colbert County, Alabama"
22520,"Florence-Muscle Shoals, AL Metro Area",1,77,"Lauderdale County, Alabama"
22540,"Fond du Lac, WI Metro Area",55,39,"Fond du Lac County, Wisconsin"
22580,"Forest City, NC Micro Area",37,161,"Rutherford County, North Carolina"
22620,"Forrest City, AR Micro Area",5,123,"St. Francis County, Arkansas"
22660,"Fort Collins, CO Metro Area",8,69,"Larimer County, Colorado"
22700,"Fort Dodge, IA Micro Area",19,187,"Webster County, Iowa"
22780,"Fort Leonard Wood, MO Micro Area",29,169,"Pulaski County, Missouri"
22800,"Fort Madison-Keokuk, IA-IL-MO Micro Area",17,67,"Hancock County, Illinois"
22800,"Fort Madison-Keokuk, IA-IL-MO Micro Area",19,111,"Lee County, Iowa"
22800,"Fort Madison-Keokuk, IA-IL-MO Micro Area",29,45,"Clark County, Missouri"
22820,"Fort Morgan, CO Micro Area",8,87,"Morgan County, Colorado"
22840,"Fort Payne, AL Micro Area",1,49,"DeKalb County, Alabama"
22860,"Fort Polk South, LA Micro Area",22,115,"Vernon Parish, Louisiana"
22900,"Fort Smith, AR-OK Metro Area",5,33,"Crawford County, Arkansas"
22900,"Fort Smith, AR-OK Metro Area",5,131,"Sebastian County, Arkansas"
22900,"Fort Smith, AR-OK Metro Area",40,79,"Le Flore County, Oklahoma"
22900,"Fort Smith, AR-OK Metro Area",40,135,"Sequoyah County, Oklahoma"
23060,"Fort Wayne, IN Metro Area",18,3,"Allen County, Indiana"
23060,"Fort Wayne, IN Metro Area",18,179,"Wells County, Indiana"
23060,"Fort Wayne, IN Metro Area",18,183,"Whitley County, Indiana"
23140,"Frankfort, IN Micro Area",18,23,"Clinton County, Indiana"
23180,"Frankfort, KY Micro Area",21,5,"Anderson County, Kentucky"
23180,"Frankfort, KY Micro Area",21,73,"Franklin County, Kentucky"
23240,"Fredericksburg, TX Micro Area",48,171,"Gillespie County, Texas"
23300,"Freeport, IL Micro Area",17,177,"Stephenson County, Illinois"
23340,"Fremont, NE Micro Area",31,53,"Dodge County, Nebraska"
23380,"Fremont, OH Micro Area",39,143,"Sandusky County, Ohio"
23420,"Fresno, CA Metro Area",6,19,"Fresno County, California"
23460,"Gadsden, AL Metro Area",1,55,"Etowah County, Alabama"
23500,"Gaffney, SC Micro Area",45,21,"Cherokee County, South Carolina"
23540,"Gainesville, FL Metro Area",12,1,"Alachua County, Florida"
23540,"Gainesville, FL Metro Area",12,41,"Gilchrist County, Florida"
23580,"Gainesville, GA Metro Area",13,139,"Hall County, Georgia"
23620,"Gainesville, TX Micro Area",48,97,"Cooke County, Texas"
